Artist,Album,ReleaseDate,SongName,TrackNumber,Lyrics
blink-182,Enema of the State,6/1/99,Dysentary Gary,6,"Got a lotta heartache, he's a fuckin' weasel
His issues make my mind ache, wanna make a deal
'Cause I love your little motions you do with your pigtails
What a nice creation, worth another night in jail

He's a player, diarrhea giver
Tried to grow his hair out, friends were listening to Slayer
I would like to find him Friday night
Hanging out with Mom and trying on his father's tights

Life just sucks, I lost the one
I'm giving up, she found someone
There's plenty more, girls are such a drag

So all you little ladies, be sure to choose the right guys
You'll come back to me maybe, I'll shower you with lies
Got a lotta heartache, he's a fucking weasel
Decisions make my mind ache, wanna make a deal

Ease away the problems and the pain
The girl will choose the guy that makes you wanna kick and scream
All along, you wish that she would stay
Fuck the guy that took her and ran away, and

He's a player, diarrhea giver
Tried to grow his hair out, friends were listening to Slayer
I would like to find him Friday night
Hanging out with Mom and trying on his father's tights

Life just sucks, I lost the one
I'm giving up, she found someone
There's plenty more, girls are such a drag

Fuck this place, I lost the war
I hate you all, your mom's a whore
Where's my dog? 'Cause girls are such a drag"
blink-182,Enema of the State,6/1/99,Adam's Song,7,"I never thought I'd die alone
I laughed the loudest, who'd have known?
I trace the cord back to the wall
No wonder, it was never plugged in at all
I took my time, I hurried up
The choice was mine, I didn't think enough
I'm too depressed to go on
You'll be sorry when I'm gone

I never conquered, rarely came
Sixteen just held such better days
Days when I still felt alive
We couldn't wait to get outside
The world was wide, too late to try
The tour was over, we'd survived
I couldn't wait 'til I got home
To pass the time in my room alone

I never thought I'd die alone
Another six months, I'll be unknown
Give all my things to all my friends
You'll never step foot in my room again
You'll close it off, board it up
Remember the time that I spilled the cup
Of apple juice in the hall
Please tell Mom this is not her fault

I never conquered, rarely came
Sixteen just held such better days
Days when I still felt alive
We couldn't wait to get outside
The world was wide, too late to try
The tour was over, we'd survived
I couldn't wait 'til I got home
To pass the time in my room alone

I never conquered, rarely came
Tomorrow holds such better days
Days when I can still feel alive
When I can't wait to get outside
The world is wide, the time goes by
The tour is over, I've survived
And I can't wait 'til I get home
To pass the time in my room alone"
blink-182,Enema of the State,6/1/99,All the Small Things,8,"All the small things
True care, truth brings
I'll take one lift
Your ride, best trip
Always, I know
You'll be at my show
Watching, waiting
Commiserating

Say it ain't so, I will not go
Turn the lights off, carry me home

Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na

Late night, come home
Work sucks, I know
She left me roses by the stairs
Surprises let me know she cares

Just say it ain't so, I will not go
Turn the lights off, carry me home

Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na
Na-na, na-na, na-na, na-na, na, na

Say it ain't so, I will not go
Turn the lights off, carry me home
Keep your head still, I'll be your thrill
The night will go on, my little windmill

(Na-na, na-na, na-na, na-na, na, na)
Say it ain't so, I will not go
(Na-na, na-na, na-na, na-na, na, na)
Turn the lights off, carry me home
(Na-na, na-na, na-na, na-na, na, na)
Keep your head still, I'll be your thrill
(Na-na, na-na, na-na, na-na, na, na)
The night will go on, the night will go on, my little windmill"
blink-182,Enema of the State,6/1/99,The Party Song,9,"Here you go, motherfuckers!

Do you wanna come to a party?
My friends picked me up in a truck at 11:30
This thing's at a frat house, but people are cool there
Reluctant, I followed, but I never dreamed there
Would be someone there who would catch my attention
I wasn't out searching for love or affection
So I payed my three in and the girls got in free
Shined the beer for tequila and we headed into the party

And then, in the backyard, some terrible ska band
Someone in the background was doing a keg stand
This place is so lame, all these girls look the same
All these guys have no game, I wished I would've stayed
In my bed back at home, watching TV alone
Where I'd put on some porn, or have sex on the phone
Far from people I hate down from anywhere State
Trying to intoxicate girls to give them head after the party

And then I saw her standing there
With green eyes and long blonde hair
She wasn't wearing underwear
At least I prayed that
She might be the one
Maybe we'd have some fun
Maybe we'd watch the sun rise
But that night, I learned some girls try too hard

(Duh-na-na, duh-na-na, duh-na-na)
Some girls try too hard
(Duh-na-na, duh-na-na, duh-na-na)
And some girls try too hard to impress
(Duh-na-na, duh-na-na)
With the way that they dress
(Duh-na-na, duh-na-na)
With those things on their chests
(Duh-na-na, duh-na-na)
And the things they suggest to me
(Duh-na-na, duh-na-na)

I couldn't believe what this lady was saying
The names she was dropping, the games she was playing
She dated this guy who now rides for Black Flys
How she's down with the wise well-constructed disguise
Now I'd rather go dateless than stay here and hate this
Her volume of makeup, her fake tits were tasteless
So I said I'd call her, but never would bother
Until I got turned down by another girl at a party

So when you see her standing there
With green eyes and long blonde hair
She won't be wearing underwear
And you'll discover
This girl's not the one
And she'll never be fun
You should just turn and run
Because you'll find out that some girls try too hard

(Duh-na-na, duh-na-na, duh-na-na)
Some girls try too hard
(Duh-na-na, duh-na-na, duh-na-na)
And some girls try too hard to impress
(Duh-na-na, duh-na-na)
With the way that they dress
(Duh-na-na, duh-na-na)
With those things on their chests
(Duh-na-na, duh-na-na)
And the things they suggest to me
(Duh-na-na, duh-na-na)

(Duh-na-na, duh-na-na, duh-na-na)
Some girls try too hard
(Duh-na-na, duh-na-na, duh-na-na)
Some girls try too hard"
blink-182,Enema of the State,6/1/99,Mutt,10,"He pauses shaving, and he tells himself that he is the bomb
She has her curlers set, her credit cards are paying the funds

He's not that old, I've been told, a strong sexual goal
They go out every day, she goes every way
Oh yeah, they don't even care at all

She's open, waiting for more
And I know he's only looking to score
And it is way too unhealthy, often, they've typically
Been starved for attention before

She smokes a dozen and he doesn't seem to notice the smell
He took the seat off his own bike because the way that it felt

He wants to bone, this I know, she is ready to blow
They go out every night, his pants are super tight
Oh yeah, they don't even care at all

She's open, waiting for more (She's open, waiting for more)
And I know he's only looking to score (He's only looking to score)
And it is way too unhealthy, often, they've typically
Been starved for attention before

She's open, waiting for more
And I know he's only looking to score
And it is way too unhealthy, often, they've typically
Been starved for attention before"
blink-182,Enema of the State,6/1/99,Wendy Clear,11,"Let's take the boat out on the bay
Forget your job for just one day
I wish it didn't have to be so bad
It might be inappropriate, because
Either way, our band gets dropped, oh yeah
I wish it didn't have to be so bad

But I'd play with fire to break the ice
And I'd play with a nuclear device
Is it something I'll regret? Or do I want what I can't get?
I wish it didn't have to be so bad

The three-date theory's getting old
Everyone is getting left out in the cold
I wish it didn't have to be so bad
So I'll see you with another guy who pretends
Not to hear you when you cry, oh yeah
I wish it didn't have to be so bad

But I'd play with fire to break the ice
And I'd play with a nuclear device
Is it something I'll regret? Or do I want what I can't get?
I wish it didn't have to be so bad

I'll be moving on, moving on
Moving on and on and on
Moving on, moving on
Moving on and on and on

But I'd play with fire to break the ice
And I'd play with a nuclear device
Is it something I'll regret? Or do I want what I can't get?
I wish it didn't have to be so bad

I wish it didn't have to be so bad
I wish it didn't have to be so bad
I wish it didn't have to be so bad"
blink-182,Enema of the State,6/1/99,Anthem,12,"Home show, Mom won't know
Run out the back door, he's passed out on the floor
Third time, been caught twice
Forgive our neighbor Bob, I think he humped the dog

But good things come to those who wait, 'cause she laid me
And Mom and Dad possess the key, instant slavery
No need explain the plan, no need to even bother
I'll pack my bags, I swear I'll run, wish my friends were twenty-one

White lies, bloodshot eyes
Breath of alcohol, stole it from the mall
How's Chris marked with lipstick?
Better call their fathers, sleeping with your daughters

But good things come to those who wait, 'cause she laid me
And Mom and Dad possess the key, instant slavery
No need explain the plan, no need to even bother
I'll pack my bags, I swear I'll run, wish my friends were twenty-one

You don't belong, you left the kids to carry on
You planned their fall, too bad you're wrong
Don't need a Mom-Dad slave drive song

I time bomb, I time bomb, I time bomb, I time bomb, I time bomb

Turn low, the radio
I think I hear my dad yelling at the band

But good things come to those who wait, 'cause she laid me
And Mom and Dad possess the key, instant slavery
No need explain the plan, no need to even bother
I'll pack my bags, I swear I'll run, wish my friends were twenty-one

You don't belong, you left the kids to carry on
You planned their fall, too bad you're wrong
Don't need a mom-dad slave drive song

I time bomb, I time bomb, I time bomb, I time bomb
I time bomb, I time bomb, I time bomb, I time bomb, I time bomb"
blink-182,Dude Ranch,6/17/97,Pathetic,1,"I know I'm pathetic, I knew when she said it
A loser, a bum's what she called me when I drove her home
There's no more waiting and sure no more wasting
I've done all I can but she still wants to be left alone

You got, you got, you got to help me out
And I'll try not to argue
No one, no one, no one likes a dropout
Mistakes are hard to undo

Don't pull me down, this is where I belong
I think I'm different, but I'm the same and I'm wrong
Don't pull me down, this is where I belong
I think I'm different
(This is where I belong)

I think it's disgusting, believing and trusting
If I gave a fuck there would be nothing for me to prove
Although it's amusing, it's slightly confusing
I've done all I can but her ego is still hard to move

You got, you got, you got to help me out
And I'll try not to argue
No one, no one, no one likes a dropout
Mistakes are hard to undo

Don't pull me down, this is where I belong
I think I'm different, but I'm the same and I'm wrong
Don't pull me down, this is where I belong
I think I'm different
(But this is where I belong)

Don't pull me down, this is where I belong
I think I'm different
(This is where I belong)"
blink-182,Dude Ranch,6/17/97,Voyeur,2,"And when the day ends I'm sure she feels sorrow
The lonely guy, I am, I wait for her to change
I've been here two days, I'll sure be here tomorrow
I'd eat her all if she were on my dinner plate

And I wish
I wish she'd be more kind now
I'm out of luck 'cause the shades are pulled down
I've seen everything there is to be shown
I followed her all the way home

I can't be too cool in a tree with my pants down
The air is cold and I've got splinters in my feet
She caught me once but I don't think that she cares now
Unlike before, her view is now blocked by a leaf

And I wish
I wish she'd be more kind now
I'm out of luck 'cause the shades are pulled down
I've seen everything there is to be shown
I followed her all the way home

I bet this last time's the one time too many (na na na)
The rush of waiting is burning through my head (na na na)
Right after supper her brother showers twice a week (na na na)
He kicks my ass so much, that filthy white inbred (na na na)

I've made mistakes by looking in the wrong window
Her dad is big and I've never seen his face
I've been here two days, and I'll sure be here tomorrow
My lady's so sweet, she likes to entertain

And I wish
I wish she'd be more kind now
I'm out of luck cause the shades are pulled down
I've seen everything there is to be shown
I followed her all the way home

I bet this last time's the one time too many (na na na)
The rush of waiting is burning through my head (na na na)
Right after supper her brother showers twice a week (na na na)
He kicks my ass so much, that filthy white inbred (na na na)"
blink-182,Dude Ranch,6/17/97,Dammit,3,"It's alright to tell me what you think about me
I won't try to argue or hold it against you
I know that you're leaving, you must have your reasons
The season is calling, your pictures are falling down

The steps that I retrace, the sad look on your face
The timing and structure, did you hear he fucked her?
A day late, a buck short, I'm writing the report
On losing and failing, when I move, I'm flailing now

And it's happened once again, I'll turn to a friend
Someone that understands, and sees through the master plan
But everybody's gone, and I've been here for too long
To face this on my own, well, I guess this is growing up

Well, I guess this is growing up

And maybe I'll see you at a movie sneak preview
You'll show up and walk by on the arm of that guy
And I'll smile and you'll wave, we'll pretend it's okay
The charade, it won't last, when he's gone, I won't come back

And it'll happen once again, you'll turn to a friend
Someone that understands and sees through the master plan
But everybody's gone, and you've been there for too long
To face this on your own, well, I guess this is growing up

Well, I guess this is growing up
Well, I guess this is growing up
Well, I guess this is growing up
Well, I guess this is growing up
Well, I guess this is growing up"
blink-182,Dude Ranch,6/17/97,Boring,4,"You don't need nothing
And I know that you won't even try
Don't wait for me to help you
It's too late for any of my advice

No trust
All I got is lies
Boring
Alright

Misplaced your values
Forgot the importance of being right
Don't sit there and act humble
I've heard your story a thousand times

No trust
All I got is lies
Boring
Alright"
blink-182,Dude Ranch,6/17/97,Dick Lips,5,"Please mom, you ground me all the time
I know that I was right, all along
And I'm hoping, remember, I'm a kid
I know not what I did, just having fun

You couldn't wait for something new
And yesterday, I thought of you
It left me to think as if I couldn't walk away
It's too late, I fell through

Nothing to lose, a boy who
Went out when he finished all his chores
Nothing to do, they can't trust me
Because I blew it once before

Shit dad, please don't kick my ass
I know I've seen you trashed at least one time
Can I blame it on one of my dumb friends?
It's been awhile since I have used that line

You couldn't wait for something new
And yesterday, I thought of you
It left me to think as if I couldn't walk away
It's too late, I fell through

Nothing to lose, a boy who
Went out when he finished all his chores
Nothing to do, they can't trust me
Because I blew it once before, alright!

Nothing to lose, a boy who
Went out when he finished all his chores
Nothing to do, they can't trust me
Because I blew it once before"
blink-182,Dude Ranch,6/17/97,Waggy,6,"Watching your house shrink away in my rear-view mirror
As I drive away
Wishing that I could take back all those words
That meant nothing that I didn't say
I'm trying
To be what you want me to be
But it's so damn hard to keep playing the part
Of the fool, week after week

I think you need some time alone (I think you need some time alone)
You say you want someone to call your own
Open your eyes, you can suck in your pride
You can live your life all on your own

Is this all going to be just another time
That we play this game?
I've tried to convince you that things could be different
But somehow they end up the same
But what
Did you expect from me? What am I supposed to do?
You say that you're starting to feel like you're getting lost
Well, I do too

I don't want to live this lie again (I don't want to live this lie again)
I know I'll get it right but I don't know when
I'll open my eyes, I've got something inside
I'll just jack off in my room until then

It's never over until it's done
And I don't think that you're the one
It's never over until it's done
And I don't think that you're the one

It's never over until it's done
And I don't think that you're the one
It's never over until it's done
And I don't think that you're the one"
blink-182,Dude Ranch,6/17/97,Enthused,7,"Am I strung out, crazy, or not allowed
To be the one who gets stupid over you
Lazy, laid back, maybe you're just on crack
Why am I the one who gets fucked up and confused

She doesn't care at all
She doesn't care at all
She doesn't care about those times we never shared at all

If I were the last of the few who always ask
Would you still be the same person that I knew
And if it's for me, another boring story
I swear I'll act enthused"
blink-182,Dude Ranch,6/17/97,Untitled,8,"I think of awhile ago
We might have had it all
I was so stupid then
You needed time to grow
But now just as things change
As well my feelings do
In time things rearrange
I am so sick of chasing you

But what do I get cause I just seem to lose
You make me regret those times I spent with you
And playing those games as I wait for your call
And now I give up, so goodbye and so long

It's not a change of pace
This time I'll get it right
It's not a change of taste
I was the one there last night

You have your other friends
They were there when you cried
Didn't mean to hurt you then
Best friends just won't leave your side

But what do I get cause I just seem to lose
You make me regret those times I spent with you
And playing those games as I wait for your call
Now I give up, so goodbye and so long

It's not a change of pace
This time I'll get it right
It's not a change of taste
I was the one there last night

When I needed you most
When I needed a friend
You let me down now
Like I let you down then
So sorry, it's over"
blink-182,Dude Ranch,6/17/97,Apple Shampoo,9,"She didn't mean to deceive you, believe me
But sometimes the hardest part is conceiving

The good intentions that you had, now only came to this
And although she saw the mark, the arrow missed

It isn't exciting reciting the stories
Of kind words turned hurting, when routine gets boring

Both getting tired of punk rock clubs
And both playing in punk rock bands
The start was something good
But some good things must end

And she said, ""It could never survive with such differing lives
One home, one out on tour again""
We may never come back, the strike of a match
The candle's burning at both ends
And now she knows too much, and I'm too fucked up
It's awkward trying to make my move
I'll pretend that I'm fine, show up right on time
But I know I'll never be that cool

I never wanted to hold you back, I just wanted to hold on
But my chance is gone
I know just where I stand
A boy trapped in the body of a man and

I'll take what you're willing to give, and I'll teach myself to live
With a walk-on part of a background shot, from a movie I'm not in

She's so important, and I'm so retarded

And now I realize, I should have kissed you in L.A
But I drove home all alone, as if I had a choice, anyway
Where are you coming from? What are you running from?
Is it so hard to see?

And if you're feeling scared, remember the time we shared
You know it meant everything (everything)
You know that it meant everything to me
You know that it meant everything to me"
blink-182,Dude Ranch,6/17/97,Emo,10,"One more time you will laugh about it
And he'll never try to give you more
And I don't care, he is such a dick
Treats you like you are a stupid whore
And it seems like things will never change
You go on, every cloud is in your way
And I know you feel empty all the time
You'll never listen to anything that I say

She's better off sleeping on the floor
'Cause she fell right off when all
He said, you know
It's okay to just want more

Why leave when you claim it is love?
But why stay when you're not the only one?
She's proved she's strong
Be brave, be strong

She's better off sleeping on the floor
'Cause she fell right off when all
He said, you know
It's okay to just want more

She's better off sleeping on the floor
She's better off sleeping on the floor (because she fell right off her bed)
She's better off sleeping on the floor
She's better off sleeping on the floor
She's better off sleeping on the floor (because she fell right off her bed)
She's better off sleeping on the floor
She's better off sleeping on the floor
She's better off sleeping on the floor (because she fell right off her bed)"
blink-182,Dude Ranch,6/17/97,Josie,11,"Yeah, my girlfriend takes me home when I'm too drunk to drive
And she doesn't get all jealous when I hang out with the guys
She laughs at my dumb jokes when no one does
She brings me Mexican food from Sombrero just because

Yeah, just because

And my girlfriend likes UL and DHC
And she's so smart and independent, I don't think she needs me
Quite half as much as I know I need her
I wonder why there's not another guy that she'd prefer

And when I feel like giving up
Like my world is falling down
I show up at 3 A.M., she's still up watching Vacation
And I see her pretty face, it takes me away to a better place, and

I know that everything, know that everything
Know that everything, everything's gonna be fine
I know that everything, know that everything
Know that everything, everything's gonna be fine

Yeah, my girlfriend takes collect calls from the road
And it doesn't seem to matter that I'm lacking in the bulge
She laughs at my dumb jokes when no one does
She brings me Mexican food from Sombrero just because

And when I feel like giving up
Like my world is falling down
I show up at 3 A.M., she's still up watching Vacation
And I see her pretty face, it takes me away to a better place, and

I know that everything, know that everything
Know that everything, everything's gonna be fine
I know that everything, know that everything
Know that everything, everything's gonna be fine
I know that everything, know that everything
Know that everything, everything's gonna be fine
I know that everything, know that everything
Know that everything, everything's gonna be fine

I know that everything, know that everything
Know that everything, everything's gonna be fine
I know that everything, know that everything
Know that everything, everything's gonna be fine
I know that everything, know that everything
Know that everything, everything's gonna be fine
I know that everything, know that everything
Know that everything, everything's gonna be fine"
blink-182,Dude Ranch,6/17/97,A New Hope,12,"I've got her in my head
At night when I go to bed
And I know it sounds lame, but
She's the girl of my dreams
And of course I'd do anything for her
I'd search the moons of Endor
I'd even walk naked through
The deserts of Tatooine

Princess Leia, where are you tonight?
And who's laying there by your side?
Every night I fall asleep with you
And I wake up alone

And even though I'm not as cool as Han
I still want to be your man
You're exactly the kind of
Alderaanian that I need
But when you were available, I was
Drinking Colt 45's with Lando
I was hanging out in the cantina
On Mos Eisley

Princess Leia, where are you tonight?
And who's laying there by your side?
Every night I fall asleep with you
And I wake up alone

Princess Leia
Princess Leia

Princess Leia, where are you tonight?
And who's laying there by your side?
Every night I fall asleep with you
And I wake up alone"
blink-182,Dude Ranch,6/17/97,Degenerate,13,"Crossed the street, naked at night
Bent over to show some moonlight
Pulled out some beer and I gulped it down
Nude in a gutter is how I was found
Thrown in the policecar and the door slammed
No noise, just silence, as I screamed, my dick was jammed
Now in prison for one month, no one to see
All I got is a guy Ben Dover

Don't like hesh, don't like rap
Kicked old Sally 'cause she's fat
I'm a jerk, I'm a punk
Took a shower 'cause I stunk
Smoked a bong, killed a cat
Had my nuts attacked by rats
Dad got nude, I wore a thong
For a hobby I make bombs

Went to a farm to tip some cows
Forgot that I left my pants down
Bent over to pick them up
Felt a twelve gauge next to my hum-diddy-dum
The farmer took me to his house
Showed me the closet from the inside out
The police came, they took me away
Saw Ben Dover again and he's still gay

Don't like hesh, don't like rap
Kicked old Sally 'cause she's fat
I'm a jerk, I'm a punk
Took a shower 'cause I stunk
Smoked a bong, killed a cat
Had my nuts attacked by rats
Dad got nude, I wore a thong
For a hobby I make bombs

Don't like hesh, don't like rap
Kicked old Sally 'cause she's fat
I'm a jerk, I'm a punk
Took a shower 'cause I stunk
Smoked a bong, killed a cat
Had my nuts attacked by rats
Dad got nude, I wore a thong
For a hobby I make bombs"
blink-182,Dude Ranch,6/17/97,Lemmings,14,"A freight train to the right, feeling that sting of pride
It's fucking with me, it's fucking with you
All's fair in love and war until you say it isn't but you're wrong
Words on the back of flyers, my clothes are in the dryer
It means nothing, nothing is changing
La familia is dead and gone, the children grew up and moved on

Is it too much to ask for the things to work out this time?
I'm only asking for what is mine
I wanted everything, I got it and now I'm gonna
Throw it away, I'll throw it away (yeah)

Prime select and a box of glazed, pulling fly-bys on days
When we were young and innocent
Elbow-drop Sundays when Mark Eaton got beat to shit
Laughing at the bands we hate, all the spots we used to skate
Well, they're still there, but we've gone our own ways
I know it's for the best but sometimes I wonder
Will I ever have friends like you again?

Is it too much to ask for the things to work out this time?
I'm only asking for what is mine
I wanted everything, I got it and now I'm gonna
Throw it away, I'll throw it away (yeah)

Is it too much to ask for the things to work out this time?
I'm only asking for what is mine
I wanted everything, I got it and now I'm gonna
Throw it away, I'll throw it away (yeah)

You're going to drown in the mess you make
Your self-inflicted hate
You turn your back on the friends you lose
When they don't follow all your rules
But people are what they wanna be
They're not lemmings to the sea
Maybe it's time that you looked at yourself
And stop blaming life on someone else"
blink-182,Dude Ranch,6/17/97,I'm Sorry,15,"Don't bide your time 'cause it is almost over
And I know you're down, I'll see you around
And I know it hurts, but you're just getting older
And I know you'll win, you'll do it once again

Just yesterday, it always seemed like such a dream
We're unstoppable, indestructible, nothing happens to our machine
And there's no harm, at least nothing we can see
As for you, not so true
You couldn't choose where his road would lead

What a loss, you just lost all your sleep
And we've always thought that this could never happen
You see that it's so hard, you gotta get up on your feet
'Cause the only way I got to say is to move on through the week

Don't bide your time 'cause it is almost over
And I know you're down, I'll see you around
And I know it hurts, but you're just getting older
And I know you'll win, you'll do it once again

I'm sorry, I'm sorry, I'm sorry, I'm sorry
I'm sorry, I'm sorry, I'm sorry, I'm sorry
I'm sorry, I'm sorry, I'm sorry, I'm sorry
I'm sorry, I'm sorry, I'm sorry, I'm sorry
I'm sorry, I'm sorry, I'm sorry, I'm sorry
I'm sorry, I'm sorry, I'm sorry, I'm sorry (what's happened to you?)
I'm sorry, I'm sorry, I'm sorry, I'm sorry (what's happened to you?)
I'm sorry, I'm sorry, I'm sorry, I'm sorry (what's happened to you?)
I'm sorry, I'm sorry, I'm sorry (what's happened to you?)

Don't bide your time 'cause it is almost over
And I know you're down, I'll see you around
And I know it hurts, but you're just getting older
And I know you'll win, you'll do it once again"
blink-182,Cheshire Cat,2/17/95,Carousel,1,"I talk to you every now and then
I never felt so alone again
I stop to think at a wishing well
My thoughts send me on a carousel
Here I am standing on my own
Not a motion from the telephone
I know not a reason why
Solitude's a reason to die

Just you wait and see, as school life is a
It is a woken dream, aren't you feeling alone?
I guess it's just another, I guess it's just another
I guess it's just another night alone

Now as I walk down the street
I need a job just to sleep in sheets
Buying food every once in a while
But not enough to purchase a smile
A tank of gas is a treasure to me
I know now that nothing is free
I talk to you every now and then
I never felt so alone again

Just you wait and see, as school life is a
It is a woken dream, aren't you feeling alone?
I guess it's just another, I guess it's just another
I guess it's just another night alone"
blink-182,Cheshire Cat,2/17/95,M+M's,2,"You and I should get away for a while
I just wanna be alone with your smile
Buy some candy and cigarettes, and we'll get in my car
We'll blast the stereo and we'll drive to Madagascar

'Cause when I'm with you, there's nothing I wouldn't do
I just wanna be your only one
I'm grasping out at straws, thinking back to what I saw
That night on the floor when we were all alone

My love life was getting so bland
There are only so many ways I can make love with my hand
Sometimes it makes me want to laugh
Sometimes I wanna take my toaster in the bath

'Cause when I'm with you, there's nothing I wouldn't do
I just wanna be your only one
I'm grasping out at straws, thinking back to what I saw
That night on the floor when we were all alone

Who's gonna be the odd man out?
I don't wanna be the odd man out
Is this going to be the end?
Or are you going to be my new girlfriend?"
blink-182,Cheshire Cat,2/17/95,Fentoozler,3,"At the risk of sounding rude
Just who the fuck do you think you are
To tell me what you expect of me today?
Well, you can take your attitude
You're out of luck, you've gone way too far
If you think there's any chance I'm going to stay

How long can I string you along?
How little of myself can I give
And still make you believe I care?

At the risk of sounding trite
Why the fuck do you think you're right
About every little thing that you say?
And do you think that it is right
For Tom to spend another night
Writing songs about all the people he thinks are gay?

How long can I string you along?
How little of myself can I give
And still make you believe I care?

How long can I string you along?
How little of myself can I give
And still make you believe I care?"
blink-182,Cheshire Cat,2/17/95,Touchdown Boy,4,"There's this one guy
There's no one like him in all the world
Cause you can always see
Those girls down on their knees
In those dark sweaty rooms
Planning out his thoughts
He's waiting for just the right

One by one as they
Walk right through the door, they
Keep on coming back I
Guess they just want more
He has fun fun fun and you
Might call him a whore, but
Just look where he's at cause
He is the one that scores

I saw my friend there
Out on the field today
I asked him where he's going, he said
""All the way,"" now

One by one as they
Walk right through the door, they
Keep on coming back I
Guess they just want more
He has fun fun fun and you
Might call him a whore, but
Just look where he's at cause
He is the one that scores

Go!"
blink-182,Cheshire Cat,2/17/95,Strings,5,"I would do anything and that's
What scares me so bad
Don't want to live my life alone
Don't want to go back to what I had
Don't want to spend my life without
All those special things
Don't want to walk around being tied to
Anyone else's

Strings, strings
Strings, strings

I would do anything and that's
What scares me so bad
Don't want to live my life alone
Don't want to go back to what I had
Don't want to spend my life without
All those special things
Don't want to walk around being tied to
Anyone else's

Strings, strings
Strings, strings

Strings, strings
Strings, strings"
blink-182,Cheshire Cat,2/17/95,Peggy Sue,6,"I know what it's like to be alone sitting in your room
Listening to all the doubts that your parents have to say to you
And as your head gets all cluttered inside
Try to stay awake
Everything they say are lies
That's all the shit that you ever have to take

So hold in all your aggressions
Because you're grinding your teeth on down to
The bottom of your chin
It's not easy or so damn pleasing
To not laugh at everything they say that
They tell you what to be, you're not alone

I know what it's like to be denied at everything you do
It's not the same reason why that
Makes you change the things that you once knew
As your head gets all cluttered inside
Give more than you take
Everything they say are lies
That's all the shit that you ever have to take

So hold in all your aggressions
Because you're grinding your teeth on down to
The bottom of your chin
It's not easy or so damn pleasing
To not laugh at everything they say that
They tell you what to be, you're not alone

You say you want to take off your shoes as you
Walk barefoot down the street
Just to be the things that you can be
Just live for one more week (Go!)

You say you want to take off your shoes as you
Walk barefoot down the street
Just to be the things that you can be
Just live for one more week

So hold in all your aggressions
Because you're grinding your teeth on down to
The bottom of your chin
It's not easy or so damn pleasing
To not laugh at every word they say that
They tell you what to be, you're not alone"
blink-182,Cheshire Cat,2/17/95,Sometimes,7,"Oh, how I wish that they would last
Moments of peace that just slip through me so fast
Just when I think that they are going to stay
Everything inside me just starts fading away

Sometimes it seems like all I hope for
Just gets thrown down on the floor
And then it seems like you don't love me anymore
Sometimes I wish that I could run away
Sometimes I wish I just had something to say

She looks at me and doesn't know the words to say
But it's not you, I just don't feel quite right today
All these things I say and do were never planned
But how the fuck am I supposed to make you understand that

Sometimes it seems like all I hope for
Just gets thrown down on the floor
And then it seems like you don't love me anymore
Sometimes I wish that I could run away
Sometimes I wish I just had something to say"
blink-182,Cheshire Cat,2/17/95,Does My Breath Smell?,8,"Who makes up all the rules about those girls I want?
Who tells them all to laugh?
Who tells them all to talk about me?
And I'm not sure what my purpose is for being here
Why do they, why do they
Always kick me in the groin when I come near
And I'm not complaining it just hurts after a bit

I don't know what I'm feeling
I'm just so sick of seeing
All those dumb, lame, and retarded broads
Who often just sit kick back
As I am not so relaxed
I often wonder why they act so odd

Because no worse a time
When it's just your time to
Think you should make your move
It doesn't work as you're just a jerk with no excuse

What about that situation
All night procrastination
Takes you to the point when you lead her to her door
There's nothing left there to say
I guess you best be on your way
But before you go you got to do that chore

Because no worse a time
When it's just your time to
Think you should make your move
It doesn't work as you're just a jerk with no excuse

Please won't you buy in
I'm always trying
I keep on trying
There's only so much pride that I can lose
I hope that when you see me
You see right through me
Come on now, honestly
I'm so sick of ending up without a clue"
blink-182,Cheshire Cat,2/17/95,Cacophony,9,"When you talk about tomorrow
I'm not sure about today
When you tell me that you love me
What am I supposed to say?

Sometimes I don't feel
The same way as you feel

Words like forever
They scare the shit out of me
Maybe I'm afraid of commitment
Maybe you're too distracted to see that

Sometimes I don't feel
The same way as you feel

I think of all the things I'd say to you if I had the chance again
I think of all the things I'd scream
But I think it's for the best
That you and I just don't connect
And things are never quite what they seem
Will there ever be
Someone to give her heart to me
Or would I be to blind to see it
I wouldn't make a sound
I'd keep it underground
It always seems like I'm running around around
Running around around
Around

Sometimes I don't feel
The same way as you feel"
blink-182,Cheshire Cat,2/17/95,TV,10,"When I'm at work, ya, I always rush right home for lunch
So I can check out what's up on the Brady Bunch
And when I'm walking through the front door at night
I gotta see who's winning on The Price is Right, oh

I never dreamed that I'd spend my days
Staring at some tube emitting cathode rays
I need my TV

What's happening in this world, I don't care at all
But it better not pre-empt Monday Night Football
I can't even come up with my own views
I'm taught how to think from the evening news, oh

I never dreamed that I'd spend my days
Staring at some tube emitting cathode rays
I need my TV

La la la..."
